user_name,machine_name,logon_time,total_sec,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7
user_578,machine_19,2/21/2020 13:26,43.521,0.03,22.91,0.031,1.723,0.533,6.3,6.204
user_183,machine_5,02-11-2020 19:23,23.525,0.03,4.376,0.031,1.54,1.034,5.797,8.13
user_37,machine_26,03-02-2020 18:45,28.031,0.02,,0.031,2.883,0.557,2.977,8.913
user_140,machine_16,02-04-2020 20:51,62.912,0.047,,0.031,1.777,0.44,48.167,6.39
user_52,machine_14,2/19/2020 23:24,21.894,0.03,,0.016,2.127,0.317,7.24,7.383
user_233,machine_5,2/22/2020 18:16,20.588,0.017,,0.062,1.617,0.18,4.527,10.46
user_652,machine_6,02-07-2020 23:31,38.896,0.078,0.143,0.032,1.596,0.19,18.01,10.92
user_358,machine_5,02-08-2020 05:13,16.216,0.03,,0.015,1.52,0.983,3.2,6.984
user_461,machine_17,02-11-2020 15:58,30.107,0.02,,0.031,1.816,0.283,9.21,12.647
user_405,machine_16,2/22/2020 0:27,26.676,0.02,,0.032,2.27,2.006,4.104,13.553
user_280,machine_0,2/25/2020 19:40,47.84,0.03,,0.032,1.547,0.65,32.94,5.487
user_152,machine_12,03-02-2020 20:52,41.759,0.02,8.163,0.032,1.6,0.157,14.837,9.57
user_25,machine_1,2/15/2020 18:22,39.949,0.07,,0.032,1.906,2.027,17.246,9.627
user_522,machine_18,2/20/2020 19:55,43.493,0.02,6.676,0.031,1.734,0.413,16.107,6.803
user_615,machine_14,02-05-2020 22:39,26.191,0.07,,0.047,1.78,0.346,8.13,9.264
user_576,machine_5,02-10-2020 20:38,41.761,0.033,2.794,0.031,1.64,1.08,19.02,9.157
user_518,machine_24,03-02-2020 16:15,19.925,0.017,,0.031,1.763,0.927,5.274,6.54
user_114,machine_4,2/20/2020 18:21,56.565,0.03,6.36,0.031,1.483,0.18,28.61,9.597
user_542,machine_2,2/25/2020 19:29,50.557,0.03,4.76,0.047,1.566,0.617,32.54,5.25
user_298,machine_5,2/14/2020 3:35,55.591,0.03,,0.047,2.453,2.893,24.257,20.693
user_271,machine_0,02-07-2020 15:33,23.59,0.063,,0.047,1.737,1.246,7.003,8.26
user_278,machine_6,2/28/2020 3:43,20.706,0.02,4.747,0.141,1.433,0.35,3.31,4.764
user_634,machine_5,03-02-2020 06:40,28.778,0.033,3.34,0.047,1.483,0.17,4.77,10.054
user_259,machine_17,02-03-2020 09:39,22.375,0.03,4.58,0.032,1.433,0.38,2.614,6.816
user_199,machine_5,2/25/2020 21:08,66.232,0.016,4.284,0.047,1.73,2.08,12.79,12.576
user_496,machine_22,2/20/2020 16:26,29.22,0.093,5.54,0.031,1.713,0.32,1.997,12.653
user_614,machine_23,03-02-2020 15:45,22.742,0.033,,0.032,1.853,1.117,6.164,8.073
user_181,machine_5,2/24/2020 19:06,31.005,0.037,3.9,0.047,1.8,2.06,10.86,10.233
user_32,machine_19,2/14/2020 19:36,22.685,0.08,,0.032,1.727,0.233,4.366,10.04
user_652,machine_5,02-12-2020 01:43,38.06,0.017,,0.015,1.604,2.657,22.22,9.82
user_308,machine_19,2/27/2020 15:27,16.928,0.034,,0.031,1.614,0.474,3.28,5.463
user_188,machine_3,02-04-2020 13:20,33.429,0.03,,0.032,1.513,0.316,1.97,4.653
user_504,machine_16,02-05-2020 23:51,22.399,0.017,,0.031,1.837,0.943,7.653,6.46
user_522,machine_19,2/15/2020 12:18,37.809,0.033,5.164,0.032,1.726,0.216,13.57,10.333
user_212,machine_5,02-04-2020 20:58,25.935,0.03,,0.016,1.614,0.643,2.74,5.897
user_400,machine_18,2/19/2020 20:00,23.728,0.023,,0.047,1.717,0.806,4.474,7.983
user_417,machine_5,02-06-2020 04:00,33.6,0.03,11.46,0.062,1.51,0.85,4.766,6.14
user_662,machine_1,2/18/2020 14:26,18.825,0.047,3.29,0.047,1.497,0.733,5.44,4.857
user_34,machine_21,2/20/2020 10:54,30.496,0.033,,0.031,1.82,1.39,5.51,9.87
user_89,machine_17,2/14/2020 13:29,18.382,0.07,,0.031,1.817,1.217,1.963,8.477
user_114,machine_4,02-07-2020 03:03,52.794,0.062,,0.078,1.676,1.056,29.646,6.32
user_359,machine_19,2/21/2020 12:25,54.264,0.016,,0.031,1.65,0.214,10.2,9.933
user_99,machine_2,2/29/2020 0:07,20.408,0.03,,0.047,1.397,0.433,2.963,5.28
user_64,machine_20,03-02-2020 22:12,29.045,0.06,,0.031,2.057,0.756,5.384,8.336
user_417,machine_6,2/13/2020 19:26,73.609,0.016,7.597,0.063,2.534,1.193,38.176,20.294
user_199,machine_5,2/13/2020 11:19,43.398,0.03,6.287,0.016,1.976,1.303,12.267,13.03
user_62,machine_8,03-02-2020 18:30,69.733,0.047,4.337,0.141,1.544,0.3,46.477,6.133
user_181,machine_6,2/13/2020 2:44,30.373,0.017,2.993,0.063,1.727,1.286,11.434,9.363
user_396,machine_4,2/20/2020 22:55,33.875,0.034,7.657,0.032,1.557,0.873,13.587,6.567
user_582,machine_19,2/14/2020 14:49,21.638,0.033,5.69,0.031,1.724,1.004,1.89,6.68
user_211,machine_6,02-07-2020 00:36,15.371,0.03,,0.047,1.603,0.86,1.69,6.777
user_31,machine_15,2/26/2020 4:15,24.246,0.06,,0.031,1.443,0.184,3.556,11.264
user_238,machine_24,2/21/2020 17:06,28.186,0.02,11.356,0.031,1.73,0.784,1.716,5.35
user_577,machine_17,02-06-2020 15:19,16.608,0.07,3.903,0.032,1.427,0.397,2.06,5.056
user_603,machine_24,2/26/2020 9:36,28.013,0.03,,0.031,1.763,0.457,1.646,12.347
user_383,machine_5,02-08-2020 05:30,54.082,0.062,,0.031,1.65,0.177,11.234,10.49
user_340,machine_14,2/29/2020 4:03,33.677,0.02,,0.032,1.643,0.726,7.516,8.517
user_613,machine_5,2/19/2020 2:45,176.456,0.033,4.37,0.063,1.73,1.71,8.603,6.94
user_192,machine_2,2/28/2020 14:55,52.222,0.046,2.806,0.031,1.614,1.176,39.217,5.437
user_56,machine_4,2/20/2020 18:13,21.243,0.033,,0.031,1.473,0.353,10.487,4.713
user_581,machine_22,2/27/2020 17:44,19.511,0.03,,0.032,1.717,0.504,4.71,7.196
user_488,machine_5,2/29/2020 2:13,45.68,0.038,18.527,0.063,1.707,0.186,6.587,10.83
user_321,machine_8,03-02-2020 21:32,15.587,0.034,,0.031,1.64,0.403,3.806,5.53
user_468,machine_5,2/24/2020 20:08,32.126,0.033,8.25,0.047,1.757,1.614,5.08,11.58
user_372,machine_16,02-08-2020 05:59,21.555,0.017,2.81,0.031,1.73,0.693,3.337,7.38
user_619,machine_0,2/13/2020 14:41,31.749,0.073,,0.032,1.887,1.217,10.03,8.016
user_355,machine_15,2/27/2020 22:24,28.407,0.031,,0.031,1.396,0.276,10.52,8.17
user_325,machine_5,02-07-2020 01:48,21.919,0.056,4.01,0.047,1.66,1.33,4.744,6.683
user_699,machine_0,02-05-2020 16:16,15.981,0.02,4.88,0.032,1.467,1.124,1.567,5.247
user_222,machine_1,02-05-2020 19:21,22.064,0.02,5.643,0.016,1.42,0.727,3.86,6.297
user_660,machine_16,2/27/2020 3:52,29.409,0.046,,0.047,2.133,2.03,3.814,18.323
user_228,machine_8,02-04-2020 19:04,63.291,0.017,,0.046,1.547,0.17,6.79,9.857
user_593,machine_5,2/24/2020 21:25,26.307,0.034,,0.047,1.733,3.576,3.41,12.45
user_255,machine_21,02-08-2020 20:36,34.588,0.02,7.806,0.032,1.42,0.254,7.48,10.964
user_443,machine_7,2/28/2020 7:55,33.887,0.03,3.22,0.047,1.627,0.333,20.666,5.624
user_114,machine_5,2/25/2020 0:36,68.8,0.033,8.71,0.047,1.663,2.484,39.773,11.46
user_74,machine_6,2/13/2020 8:39,42.418,0.03,3.727,0.032,1.55,2.997,22.107,9.93
user_492,machine_0,2/15/2020 1:20,69.701,0.03,6.88,0.047,1.933,4.127,43.383,9.723
user_659,machine_5,2/27/2020 21:50,48.279,0.02,,0.063,1.793,0.634,34.416,6.304
user_516,machine_6,2/13/2020 1:49,49.915,0.017,,0.047,1.68,0.187,2.11,11.387
user_478,machine_6,2/13/2020 21:18,66.421,0.03,,0.062,3.193,2.826,26.703,27.89
user_576,machine_4,2/15/2020 0:09,22.257,0.027,2.717,0.047,,1.043,0.303,5.664
user_390,machine_6,03-02-2020 16:17,19.351,0.173,,0.031,1.5,0.8,5.534,6.946
user_568,machine_21,2/27/2020 15:46,24.9,0.017,,0.031,2.87,0.453,4.803,10.54
user_96,machine_17,02-05-2020 11:33,60.549,0.03,10.55,0.031,1.483,0.487,5.577,5.03
user_704,machine_18,2/19/2020 20:12,21.722,0.017,4.956,0.031,1.697,0.424,3.1,7.03
user_359,machine_19,2/21/2020 23:44,33.512,0.067,,0.031,1.74,0.25,9.994,10.09
user_579,machine_17,2/27/2020 15:37,25.018,0.03,7.007,0.031,1.657,0.597,3.03,6.206
user_641,machine_17,2/24/2020 21:01,39.725,0.017,6.564,0.141,1.637,0.733,4.507,6.163
user_276,machine_17,02-11-2020 12:04,20.527,0.02,,0.031,1.707,0.826,1.587,6.423
user_298,machine_10,03-02-2020 19:46,33.229,0.047,,0.063,1.584,0.207,14.387,5.533
user_114,machine_4,2/18/2020 18:41,76.343,0.03,7.97,0.031,1.533,0.477,28.056,6.77
user_559,machine_5,2/25/2020 3:30,22.557,0.03,,0.032,1.603,2.01,4.163,10.757
user_242,machine_0,02-04-2020 20:35,17.277,0.02,,0.032,1.467,0.31,2.59,5.35
user_165,machine_24,02-04-2020 07:59,28.025,0.033,,0.031,2.377,0.477,11.24,5.776
user_235,machine_18,2/22/2020 17:35,24.312,0.067,,0.031,2.024,0.334,5.377,10.356
user_537,machine_5,2/21/2020 20:12,11.274,0.034,3.063,0.032,1.727,1.637,,
user_478,machine_4,2/19/2020 19:18,21.555,0.03,2.543,0.047,1.57,0.416,5.18,6.637
user_417,machine_6,02-11-2020 09:22,38.252,0.077,2.353,0.047,1.607,0.167,16.794,11.113
user_638,machine_22,03-02-2020 13:11,33.281,0.064,,0.031,2.797,0.954,11.43,6.833
user_483,machine_4,2/22/2020 2:04,17.987,0.063,,0.14,1.563,0.197,2.073,10.504
user_354,machine_0,2/13/2020 21:12,28.616,0.017,,0.047,1.92,0.257,3.784,12.703
user_264,machine_1,02-06-2020 13:20,44.643,0.017,,0.047,2.06,0.447,19.52,13.23
user_542,machine_2,2/27/2020 14:12,65.688,0.036,4.39,0.031,1.53,0.336,39.327,11.99
user_299,machine_6,02-10-2020 23:45,22.123,0.034,2.294,0.031,1.55,0.16,2.81,11.42
user_373,machine_5,2/25/2020 4:42,30.758,0.034,5.73,0.032,1.636,1.43,8.043,10.087
user_253,machine_2,02-06-2020 15:27,64.166,0.034,3.06,0.031,1.716,0.287,43.48,10.237
user_518,machine_24,2/24/2020 11:38,22.606,0.02,,0.031,1.7,0.713,6.29,7.193
user_576,machine_7,02-12-2020 20:42,14.068,0.033,2.727,0.031,,0.413,0.23,4.14
user_2,machine_4,2/22/2020 1:50,21.867,0.02,3.497,0.032,1.84,0.523,2.91,11.187
user_13,machine_6,2/16/2020 18:54,77.833,0.1,,0.046,2.036,1.104,11.017,16.573
user_636,machine_5,2/20/2020 21:23,47.735,0.03,3.77,0.047,1.63,0.233,6.31,10.07
user_485,machine_5,02-07-2020 21:27,39.497,0.03,,0.032,1.65,0.953,23.32,7.934
user_518,machine_24,02-03-2020 11:45,16.184,0.016,,0.031,1.403,0.803,4.043,5.064
user_668,machine_7,2/28/2020 0:12,40.227,0.033,7.56,0.047,1.563,0.216,16.323,9.677
user_692,machine_21,2/27/2020 16:37,13.245,0.033,,0.062,1.82,0.703,1.804,5.026
user_542,machine_3,02-03-2020 14:51,49.72,0.074,5.41,0.032,1.607,0.697,32.5,5.556
user_127,machine_12,03-02-2020 20:15,68.7,0.031,7.1,0.047,1.584,0.283,49.333,4.887
user_343,machine_5,2/28/2020 9:23,17.525,0.017,3.18,0.047,1.647,0.224,2.007,9.716
user_494,machine_4,2/19/2020 22:05,23.615,0.037,4.9,0.031,1.59,0.2,1.227,10.47
user_333,machine_6,02-05-2020 04:19,20.687,0.047,,0.046,1.476,0.843,9.653,5.534
user_192,machine_2,02-11-2020 22:30,84.698,0.026,,0.047,1.777,1.183,46.973,10.497
user_647,machine_19,03-02-2020 11:32,28.236,0.03,,0.031,1.597,0.654,16.097,5.477
user_518,machine_23,2/25/2020 13:56,21.296,0.062,,0.031,1.89,1.163,6.466,5.807
user_251,machine_21,2/19/2020 11:43,60.384,0.046,10.563,0.047,1.86,0.62,10.37,6.98
user_522,machine_21,02-04-2020 16:42,24.734,0.03,,0.157,1.563,0.41,10.446,4.957
user_165,machine_24,02-03-2020 06:57,31.6,0.053,,0.031,1.366,0.267,8.61,11.4
user_213,machine_5,2/27/2020 17:41,42.987,0.03,,0.032,1.693,0.193,26.53,9.764
user_97,machine_19,2/14/2020 15:01,25.914,0.034,,0.031,1.677,0.24,6.52,10.494
user_478,machine_6,2/13/2020 3:26,36.584,0.063,2.9,0.047,1.603,2.35,14.61,9.793
user_221,machine_5,2/17/2020 21:59,45.307,0.034,,0.031,2.157,3.483,13.95,18.65
user_52,machine_15,2/24/2020 20:58,18.988,0.02,,0.14,1.396,0.216,5.843,6.567
user_633,machine_21,2/17/2020 15:17,29.66,0.14,4.197,0.625,1.82,0.234,3.367,11.8
user_43,machine_4,2/25/2020 21:07,33.976,0.033,3.884,0.047,1.747,2.983,7.816,12.97
user_542,machine_1,2/19/2020 23:23,45.962,0.033,2.937,0.032,1.56,0.606,31.047,5.33
user_143,machine_0,02-06-2020 14:51,30.846,0.034,,0.047,1.953,0.326,8.904,10.79
user_247,machine_5,2/24/2020 23:10,38.826,0.034,3.06,0.031,1.997,1.34,13.513,13.54
user_319,machine_18,02-12-2020 05:24,25.621,0.046,,0.031,1.714,0.283,2.087,10.573
user_451,machine_23,2/19/2020 15:14,18.975,0.02,,0.032,1.684,0.623,3.027,6.783
user_373,machine_5,02-10-2020 19:04,34.748,0.05,6.627,0.016,1.553,0.166,11.977,10.38
user_13,machine_6,2/28/2020 8:19,33.843,0.033,7.91,0.046,1.466,0.17,5.66,9.747
user_514,machine_1,02-10-2020 22:17,21.281,0.033,,0.047,1.73,0.296,1.594,12.416
user_323,machine_5,2/24/2020 18:43,31.88,0.53,,0.062,1.693,1.53,10.007,11.236
user_412,machine_21,2/27/2020 16:12,29.274,0.03,10.837,0.031,1.703,0.233,3.64,9.427
user_186,machine_5,2/27/2020 17:45,49.24,0.077,6.863,0.14,1.863,0.72,23.456,12.39
user_445,machine_4,2/26/2020 3:20,40.933,0.02,7.746,0.047,1.813,3.117,12.91,12.926
user_447,machine_5,2/13/2020 12:00,41.557,0.034,,0.047,2.343,1.27,12.533,18.277
user_300,machine_4,2/19/2020 21:20,37.625,0.053,,0.031,1.527,0.18,20.367,10.737
user_647,machine_18,03-02-2020 11:06,36.786,0.033,,0.031,1.92,0.743,16.246,8.61
user_337,machine_4,2/18/2020 22:09,41.707,0.073,,0.031,1.663,1.07,2.703,6.324
user_22,machine_19,2/19/2020 23:07,21.002,0.017,,0.031,1.723,0.39,3.02,7.354
user_542,machine_0,02-06-2020 14:22,58.748,0.046,,0.172,2.077,0.92,38.384,6.853
user_7,machine_4,02-04-2020 19:59,30.024,0.047,4.214,0.047,1.723,0.184,3.104,10.956
user_206,machine_21,2/28/2020 15:26,22.508,0.017,,0.062,1.726,0.76,4.846,7.524
user_619,machine_1,02-10-2020 16:08,112.608,0.02,,0.031,1.83,0.834,12.36,7.11
user_351,machine_4,2/18/2020 19:26,18.639,0.243,,0.031,1.56,0.553,6.116,5.34
user_652,machine_7,2/28/2020 22:07,35.482,0.06,1.463,0.031,1.51,0.167,16.94,10.016
user_552,machine_16,02-10-2020 21:50,20.164,0.057,,0.125,1.737,0.497,3.327,8.81
user_557,machine_6,02-04-2020 19:54,30.173,0.016,,0.047,1.58,0.164,6.343,9.913
user_228,machine_4,2/27/2020 18:35,20.039,0.03,,0.047,1.556,0.153,3.11,9.897
user_478,machine_5,02-09-2020 23:31,27.618,0.034,5.286,0.047,1.574,1.22,2.603,7.637
user_294,machine_10,03-02-2020 20:06,23.039,0.057,3.924,0.047,1.65,0.363,7.89,5.15
user_390,machine_5,02-12-2020 23:55,69.45,0.02,,0.031,1.604,1.56,10.047,9.2
user_90,machine_25,03-02-2020 20:11,18.871,0.063,6.456,0.047,1.547,0.35,4.23,4.783
user_671,machine_5,2/20/2020 20:22,17.851,0.017,,0.047,1.71,0.947,5.794,6.576
user_537,machine_5,2/20/2020 1:19,32.378,0.017,3.467,0.078,1.823,1.42,14.406,8.56
user_504,machine_16,02-05-2020 23:53,29.786,0.02,,0.016,1.65,0.264,4.96,8.683
user_575,machine_24,02-06-2020 15:36,26.958,0.03,5.467,0.047,1.397,1.13,6.31,5.486
user_531,machine_3,02-03-2020 11:28,33.836,0.03,9.2,0.047,1.48,0.35,3.763,11.323
user_300,machine_4,2/13/2020 20:04,46.373,0.017,,0.047,2.154,0.293,26.007,11.533
user_542,machine_2,2/26/2020 14:44,57.458,0.033,4.783,0.047,1.567,0.643,41.117,5.177
user_393,machine_6,02-06-2020 03:38,41.065,0.077,4.174,0.063,1.586,0.176,16.223,10.247
user_467,machine_5,2/14/2020 19:37,49.176,0.03,,0.031,2.426,2.677,3.31,18.056
user_251,machine_19,02-07-2020 09:50,34.171,0.017,5.877,0.032,1.477,0.963,10.464,7.393
user_688,machine_19,2/15/2020 18:23,18.547,0.05,,0.047,1.674,1.337,3.083,6.39
user_91,machine_21,2/25/2020 12:05,19.689,0.02,,0.032,3.806,1.547,2.187,9.877
user_275,machine_22,02-04-2020 16:44,18.409,0.017,,0.031,1.53,0.603,3.36,6.44
user_16,machine_4,02-04-2020 20:27,18.904,0.033,2.674,0.047,1.657,0.876,6.173,6.937
user_272,machine_6,02-10-2020 22:38,20.618,0.017,,0.047,1.654,2.043,3.877,8.79
user_259,machine_22,2/24/2020 9:55,40.736,0.03,11.003,0.031,1.797,0.946,4.83,8.38
user_185,machine_4,2/19/2020 20:06,35.111,0.033,8.49,0.047,1.647,0.173,7.29,10.487
user_518,machine_23,2/28/2020 15:45,20.653,0.057,,0.031,3.847,0.727,6.06,7.373
user_296,machine_5,2/18/2020 0:54,24.97,0.046,3.45,0.031,1.46,0.293,9.003,6.497
user_357,machine_1,2/20/2020 16:14,21.075,0.034,,0.047,1.456,0.236,3.576,9.467
user_646,machine_21,02-03-2020 16:18,71.471,0.063,11.977,0.031,1.487,0.183,4.697,9.55
user_407,machine_2,2/26/2020 21:11,17.14,0.03,,0.047,1.53,0.69,6.19,5.503
user_528,machine_4,2/27/2020 17:18,44.131,0.03,,0.047,1.513,0.157,19.853,9.467
user_250,machine_0,02-03-2020 22:41,20.04,0.03,,0.141,1.473,0.483,2.993,9.697
user_457,machine_24,02-10-2020 12:14,21.006,0.03,,0.031,1.397,0.687,2.137,7.213
user_546,machine_6,02-12-2020 23:08,49.659,0.084,,0.063,1.7,1.936,12.54,9.464
user_462,machine_22,2/21/2020 19:42,21.511,0.03,,0.032,1.69,0.607,2.74,5.353
user_634,machine_4,2/20/2020 5:17,25.645,0.033,4.61,0.031,1.467,0.653,4.793,7.007
user_83,machine_1,02-06-2020 17:01,23.233,0.05,,0.031,1.813,1.067,3.086,6.274
user_671,machine_4,02-05-2020 23:49,249.921,0.046,,0.047,1.714,0.19,3.747,10.3
user_386,machine_16,2/20/2020 0:33,25.106,0.03,,0.031,1.553,0.417,11.564,5.72
user_238,machine_24,03-02-2020 06:35,30.964,0.056,2.657,0.031,1.903,0.816,1.787,7.557
user_278,machine_5,02-09-2020 09:02,35.625,0.057,9.12,0.031,1.513,1,2.493,7.327
user_604,machine_22,2/20/2020 19:52,17.85,0.11,,0.157,1.613,0.25,2.843,5.673
user_390,machine_6,02-03-2020 21:42,38.189,0.033,,0.156,1.51,0.46,6.274,4.746
user_534,machine_2,2/26/2020 11:20,22.291,0.06,4.984,0.031,1.444,0.827,2.07,6.86
user_387,machine_23,02-05-2020 10:29,28.957,0.02,9.54,0.156,1.467,0.207,1.234,9.486
user_383,machine_4,02-12-2020 21:14,59.369,0.031,,0.078,2.09,0.893,17.026,8.11
user_518,machine_17,2/24/2020 11:48,17.971,0.077,,0.141,1.66,1.087,5.034,5.496
user_233,machine_5,02-07-2020 17:21,18.292,0.016,,0.047,1.59,1.207,3.53,7.23
user_298,machine_5,2/29/2020 4:05,23.801,0.127,,0.062,1.623,1.166,9.41,7.336
user_112,machine_5,2/25/2020 8:51,25.134,0.053,,0.047,1.733,1.71,5.606,10.624
user_154,machine_5,03-02-2020 23:45,14.555,0.06,,0.047,1.62,0.446,3.004,5.123
user_306,machine_6,02-12-2020 19:46,58.908,0.02,4.577,0.047,1.603,0.163,2.63,10.19
user_474,machine_23,2/25/2020 13:29,24.319,0.034,,0.031,2.08,0.246,2.24,10.867
user_298,machine_8,02-05-2020 18:54,19.22,0.03,,0.063,1.71,0.733,6.88,6.157
user_127,machine_5,2/24/2020 18:48,66.807,0.033,,0.047,1.69,1.187,42.457,9.67
user_143,machine_3,03-02-2020 21:22,16.877,0.017,,0.031,1.444,0.72,5.667,4.893
user_33,machine_18,03-02-2020 11:12,34.562,0.03,5.243,0.062,2.437,2.464,7.43,13.566
user_276,machine_19,02-06-2020 12:23,20.891,0.047,,0.031,1.37,0.143,2.47,9.84
user_165,machine_18,2/21/2020 13:24,51.601,0.066,,0.125,1.71,0.246,31.637,10.456
user_412,machine_18,2/27/2020 16:31,25.598,0.06,11.336,0.031,1.723,0.83,2.966,6.22
user_412,machine_23,02-04-2020 14:39,30.271,0.123,7.93,0.141,1.447,0.513,1.477,6.723
user_149,machine_22,2/23/2020 22:00,39.274,0.1,11.047,0.047,1.927,1.053,7.06,8.594
user_75,machine_1,2/24/2020 14:05,36.752,0.11,3.576,0.047,1.546,0.283,2.946,10.69
user_194,machine_4,02-04-2020 00:29,66,0.06,49.154,0.047,1.733,0.623,3.277,6.126
user_114,machine_8,2/16/2020 21:56,68.75,0.046,11.276,0.031,1.843,0.233,35.084,10.65
user_634,machine_4,02-04-2020 01:21,26.118,0.02,4.11,0.031,1.753,0.217,5.506,10.287
user_217,machine_6,02-03-2020 22:11,67.415,0.03,48.4,0.047,1.597,0.17,5.064,9.553
user_478,machine_5,2/25/2020 2:40,30.096,0.06,1.716,0.031,1.736,2.243,8.153,11.427
user_201,machine_4,2/21/2020 19:44,29.28,0.03,4.834,0.047,1.676,0.22,6.543,10.657
user_206,machine_22,2/28/2020 15:29,22.401,0.017,,0.031,1.937,0.226,4.507,10.43
user_527,machine_0,2/18/2020 15:07,32.472,0.033,5.166,0.031,1.53,0.713,4.267,6.897
user_293,machine_10,03-02-2020 20:58,22.678,0.03,,0.047,1.523,0.2,8.29,6.617
user_266,machine_5,2/28/2020 19:36,19.065,0.047,0.55,0.031,1.556,1.01,3.67,6.693
user_674,machine_17,02-05-2020 18:53,35.822,0.031,6.79,0.047,1.5,0.673,14.643,5.17
user_47,machine_6,02-06-2020 01:31,22.845,0.062,6.394,0.141,1.48,1.253,2.293,6.947
user_615,machine_14,2/21/2020 5:47,22.522,0.047,,0.141,1.454,0.247,8.203,7.607
user_705,machine_22,03-02-2020 08:38,27.161,0.03,,0.031,4.94,0.837,2.01,10.393
user_13,machine_5,02-03-2020 18:53,33.347,0.017,,0.031,1.586,0.184,6.466,12.647
user_62,machine_4,2/18/2020 6:05,50.902,0.097,10.09,0.031,1.566,0.153,24.433,7.817
user_608,machine_17,02-12-2020 10:03,78.981,0.034,,0.032,1.776,1.234,5.903,8.8
user_396,machine_6,02-12-2020 22:12,76.094,0.017,3.393,0.031,1.824,1.146,52.347,8.817
user_211,machine_4,2/27/2020 20:03,17.569,0.08,,0.047,1.64,0.576,4.053,5.624
user_561,machine_21,2/19/2020 15:36,48.358,0.03,23.446,0.032,1.756,0.8,3.403,9.167
user_612,machine_23,2/25/2020 0:52,21.079,0.034,,0.031,4.013,0.913,6.29,6.776
user_138,machine_0,02-12-2020 17:41,46.425,0.03,6.277,0.047,1.81,0.264,20.99,10.897
user_578,machine_17,2/20/2020 6:31,40.425,0.063,15.98,0.047,2.526,1.38,6.84,8.273
user_33,machine_24,2/26/2020 9:17,36.188,0.063,3.81,0.047,2.47,2.067,6.95,14.563
user_668,machine_8,02-03-2020 21:14,40.736,0.02,9.633,0.046,1.563,0.96,19.727,5.426
user_488,machine_4,2/27/2020 10:14,52.753,0.033,25.764,0.047,1.747,1.136,7.564,11.04
user_130,machine_4,2/21/2020 2:32,38.463,0.034,,0.047,1.694,0.21,19.133,10.64
user_612,machine_19,2/24/2020 23:49,22.954,0.033,,0.031,1.71,0.503,6.17,5.307
user_547,machine_5,2/27/2020 21:11,17.684,0.03,,0.032,1.64,1.243,2.633,6.23
user_412,machine_17,2/27/2020 14:52,26.72,0.017,7.71,0.032,1.633,0.797,2.793,10.014
user_389,machine_6,2/14/2020 4:18,59.592,0.067,,0.047,2.606,1.43,4.426,23.447
user_478,machine_7,02-11-2020 03:09,23.023,0.046,3.627,0.063,1.83,0.207,2.857,10.37
user_478,machine_4,2/25/2020 21:13,29.849,0.03,1.963,0.062,1.82,0.65,9.084,12.186
user_652,machine_4,2/27/2020 0:35,43.112,0.05,2.466,0.047,1.737,0.62,20.467,13.443
user_140,machine_16,2/28/2020 22:56,57.745,0.05,,0.032,1.487,0.323,35.304,12.68
user_416,machine_3,03-02-2020 16:45,32.502,0.12,,1.75,1.927,0.573,5.963,8.55
user_652,machine_5,2/25/2020 22:36,50.32,0.033,0.613,0.047,1.647,0.32,18.853,14.297
user_652,machine_8,02-07-2020 18:03,35.524,0.033,,0.031,1.484,0.837,15.163,5.73
user_347,machine_6,02-11-2020 20:40,28.322,0.02,,0.031,1.637,0.206,7.913,11.243
user_450,machine_6,02-12-2020 03:48,55.246,0.02,11.45,0.078,1.716,1.113,24.256,9.77
user_470,machine_21,03-02-2020 15:59,18.399,0.034,,0.032,4.537,0.78,1.746,8.317
user_602,machine_4,2/20/2020 22:25,63.492,0.097,5.39,0.032,1.646,1.163,26.91,7.097
user_645,machine_22,03-02-2020 14:09,45.331,0.17,25.157,0.031,1.66,0.557,1.506,7.337
user_530,machine_24,02-05-2020 17:37,19.824,0.017,7.05,0.032,1.457,0.557,1.82,4.743
user_320,machine_1,2/27/2020 22:33,25.287,0.03,,0.031,1.5,1.223,11.514,5.526
user_670,machine_0,2/14/2020 14:49,24.637,0.033,6.75,0.047,1.677,1.477,3.567,10.277
user_316,machine_5,02-04-2020 18:15,22.626,0.03,,0.016,1.71,0.724,2.736,12.55
user_368,machine_19,2/28/2020 16:20,21.486,0.05,,0.032,1.633,0.226,3.126,9.917
user_646,machine_21,2/19/2020 14:51,36.598,0.08,6.957,0.031,1.51,1.43,,
user_89,machine_19,2/26/2020 14:52,53.426,0.02,,0.062,1.647,0.75,2.05,7.323
user_56,machine_4,2/19/2020 19:40,39.577,0.016,,0.031,1.517,1.154,11.447,6.266
user_513,machine_6,02-08-2020 02:46,23.917,0.048,5.047,0.047,1.513,0.647,4.46,7.284
user_698,machine_24,2/25/2020 16:00,33.925,0.031,3.23,0.047,2.664,0.716,3.184,13.97
user_110,machine_23,2/28/2020 18:15,20.18,0.06,,0.031,1.886,0.49,4.107,5.837
user_309,machine_5,2/25/2020 21:25,29.278,0.063,,0.062,1.86,1,8.827,14.126
user_390,machine_6,02-04-2020 04:31,40.645,0.033,,0.047,1.48,0.277,8.256,4.947
user_607,machine_2,2/25/2020 1:30,24.197,0.017,5.904,0.032,1.51,0.86,2.873,5.057
user_13,machine_4,02-11-2020 23:49,36.616,0.033,6.4,0.078,1.81,1.137,12.76,7.657
